uid	index	classes
airplane-file0208	208	airplane
airplane-file0209	209	truck
airplane-file0210	210	airplane
airplane-file0211	211	airplane
airplane-file0212	212	truck
airplane-file0213	213	airplane
airplane-file0214	214	airplane
airplane-file0215	215	airplane
airplane-file0216	216	airplane
airplane-file0217	217	airplane
airplane-file0218	218	truck
airplane-file0219	219	bird
airplane-file0220	220	airplane
airplane-file0221	221	ship
airplane-file0222	222	truck
airplane-file0223	223	airplane
airplane-file0224	224	airplane
airplane-file0225	225	airplane
airplane-file0226	226	airplane
airplane-file0227	227	airplane
airplane-file0228	228	airplane
airplane-file0229	229	airplane
airplane-file0230	230	car
airplane-file0231	231	airplane
airplane-file0232	232	airplane
airplane-file0233	233	airplane
airplane-file0234	234	airplane
airplane-file0235	235	airplane
airplane-file0236	236	airplane
airplane-file0237	237	airplane
airplane-file0238	238	airplane
airplane-file0239	239	truck
airplane-file0240	240	airplane
airplane-file0241	241	airplane
airplane-file0242	242	airplane
airplane-file0243	243	airplane
airplane-file0244	244	airplane
airplane-file0245	245	airplane
airplane-file0246	246	airplane
airplane-file0247	247	airplane
airplane-file0248	248	airplane
airplane-file0249	249	airplane
airplane-file0250	250	airplane
airplane-file0251	251	airplane
airplane-file0252	252	airplane
airplane-file0253	253	airplane
airplane-file0254	254	airplane
airplane-file0255	255	airplane
airplane-file0256	256	airplane
airplane-file0257	257	airplane
airplane-file0258	258	airplane
airplane-file0259	259	airplane
airplane-file0260	260	car
airplane-file0261	261	ship
airplane-file0262	262	airplane
airplane-file0263	263	airplane
airplane-file0264	264	airplane
airplane-file0265	265	airplane
airplane-file0266	266	airplane
airplane-file0267	267	airplane
airplane-file0268	268	airplane
airplane-file0269	269	airplane
airplane-file0270	270	airplane
airplane-file0271	271	airplane
airplane-file0272	272	airplane
airplane-file0273	273	car
airplane-file0274	274	airplane
airplane-file0275	275	airplane
airplane-file0276	276	car
airplane-file0277	277	airplane
airplane-file0278	278	airplane
airplane-file0279	279	airplane
airplane-file0280	280	airplane
airplane-file0281	281	airplane
airplane-file0282	282	airplane
airplane-file0283	283	airplane
airplane-file0284	284	airplane
airplane-file0285	285	airplane
airplane-file0286	286	bird
airplane-file0287	287	airplane
airplane-file0288	288	airplane
airplane-file0289	289	car
airplane-file0290	290	bird
airplane-file0291	291	airplane
airplane-file0292	292	airplane
airplane-file0293	293	airplane
airplane-file0294	294	airplane
airplane-file0295	295	airplane
airplane-file0296	296	truck
airplane-file0297	297	airplane
airplane-file0298	298	airplane
airplane-file0299	299	airplane
bird-file0000	300	deer
bird-file0001	301	bird
bird-file0002	302	bird
bird-file0003	303	monkey
bird-file0004	304	bird
bird-file0005	305	cat
bird-file0006	306	bird
bird-file0007	307	bird
bird-file0008	308	monkey
bird-file0009	309	ship
bird-file0010	310	monkey
bird-file0011	311	dog
bird-file0012	312	monkey
bird-file0013	313	bird
bird-file0014	314	airplane
bird-file0015	315	bird
bird-file0016	316	bird
bird-file0017	317	monkey
bird-file0018	318	monkey
bird-file0019	319	monkey
bird-file0020	320	monkey
bird-file0021	321	dog
bird-file0022	322	cat
bird-file0023	323	cat
bird-file0024	324	deer
bird-file0025	325	bird
bird-file0026	326	bird
bird-file0027	327	horse
bird-file0028	328	dog
bird-file0029	329	bird
bird-file0030	330	bird
bird-file0031	331	bird
bird-file0032	332	cat
bird-file0033	333	monkey
bird-file0034	334	dog
bird-file0035	335	monkey
bird-file0036	336	bird
bird-file0037	337	bird
bird-file0038	338	bird
bird-file0039	339	bird
bird-file0040	340	horse
bird-file0041	341	dog
bird-file0042	342	bird
bird-file0043	343	monkey
bird-file0044	344	bird
bird-file0045	345	car
bird-file0046	346	dog
bird-file0047	347	cat
bird-file0048	348	deer
bird-file0049	349	bird
bird-file0050	350	bird
bird-file0051	351	airplane
bird-file0052	352	horse
bird-file0053	353	dog
bird-file0054	354	cat
bird-file0055	355	deer
bird-file0056	356	bird
bird-file0057	357	dog
bird-file0058	358	monkey
bird-file0059	359	bird
bird-file0060	360	horse
bird-file0061	361	cat
bird-file0062	362	ship
bird-file0063	363	truck
bird-file0064	364	airplane
bird-file0065	365	bird
bird-file0066	366	bird
bird-file0067	367	car
bird-file0068	368	bird
bird-file0069	369	cat
bird-file0070	370	dog
bird-file0071	371	airplane
bird-file0072	372	airplane
bird-file0073	373	bird
bird-file0074	374	bird
bird-file0075	375	bird
bird-file0076	376	deer
bird-file0077	377	deer
bird-file0078	378	horse
bird-file0079	379	airplane
bird-file0080	380	horse
bird-file0081	381	dog
bird-file0082	382	car
bird-file0083	383	horse
bird-file0084	384	bird
bird-file0085	385	dog
bird-file0086	386	bird
bird-file0087	387	bird
bird-file0088	388	bird
bird-file0089	389	deer
bird-file0090	390	bird
bird-file0091	391	cat
bird-file0092	392	dog
bird-file0093	393	bird
bird-file0094	394	deer
bird-file0095	395	bird
bird-file0096	396	bird
bird-file0097	397	bird
bird-file0098	398	cat
bird-file0099	399	bird
bird-file0100	400	horse
bird-file0101	401	bird
bird-file0102	402	horse
bird-file0103	403	bird
bird-file0104	404	bird
bird-file0105	405	bird
bird-file0106	406	bird
bird-file0107	407	bird
bird-file0108	408	bird
bird-file0109	409	bird
bird-file0110	410	cat
bird-file0111	411	monkey
bird-file0112	412	bird
bird-file0113	413	bird
bird-file0114	414	airplane
bird-file0115	415	deer
bird-file0116	416	bird
bird-file0117	417	monkey
bird-file0118	418	deer
bird-file0119	419	horse
bird-file0120	420	bird
bird-file0121	421	deer
bird-file0122	422	monkey
bird-file0123	423	bird
bird-file0124	424	monkey
bird-file0125	425	dog
bird-file0126	426	bird
bird-file0127	427	monkey
bird-file0128	428	bird
bird-file0129	429	bird
bird-file0130	430	monkey
bird-file0131	431	dog
bird-file0132	432	cat
bird-file0133	433	bird
bird-file0134	434	dog
bird-file0135	435	bird
bird-file0136	436	cat
bird-file0137	437	bird
bird-file0138	438	bird
bird-file0139	439	monkey
bird-file0140	440	bird
bird-file0141	441	monkey
bird-file0142	442	horse
bird-file0143	443	bird
bird-file0144	444	deer
bird-file0145	445	cat
bird-file0146	446	bird
bird-file0147	447	monkey
bird-file0148	448	horse
bird-file0149	449	bird
bird-file0150	450	horse
bird-file0151	451	monkey
bird-file0152	452	bird
bird-file0153	453	bird
bird-file0154	454	cat
bird-file0155	455	bird
bird-file0156	456	bird
bird-file0157	457	car
bird-file0158	458	bird
bird-file0159	459	bird
bird-file0160	460	horse
bird-file0161	461	deer
bird-file0162	462	bird
bird-file0163	463	truck
bird-file0164	464	bird
bird-file0165	465	bird
bird-file0166	466	bird
bird-file0167	467	bird
bird-file0168	468	bird
bird-file0169	469	deer
bird-file0170	470	bird
bird-file0171	471	car
bird-file0172	472	cat
bird-file0173	473	bird
bird-file0174	474	cat
bird-file0175	475	bird
bird-file0176	476	cat
bird-file0177	477	bird
bird-file0178	478	airplane
bird-file0179	479	dog
bird-file0180	480	bird
bird-file0181	481	monkey
bird-file0182	482	horse
bird-file0183	483	bird
bird-file0184	484	monkey
bird-file0185	485	bird
bird-file0186	486	bird
bird-file0187	487	monkey
bird-file0188	488	bird
bird-file0189	489	horse
bird-file0190	490	bird
bird-file0191	491	ship
bird-file0192	492	cat
bird-file0193	493	bird
bird-file0194	494	bird
bird-file0195	495	cat
bird-file0196	496	bird
bird-file0197	497	bird
bird-file0198	498	cat
bird-file0199	499	bird
bird-file0200	500	deer
bird-file0201	501	bird
bird-file0202	502	monkey
bird-file0203	503	cat
bird-file0204	504	bird
bird-file0205	505	cat
bird-file0206	506	bird
bird-file0207	507	bird
bird-file0208	508	bird
bird-file0209	509	dog
bird-file0210	510	bird
bird-file0211	511	bird
bird-file0212	512	bird
bird-file0213	513	bird
bird-file0214	514	dog
bird-file0215	515	monkey
bird-file0216	516	deer
bird-file0217	517	dog
bird-file0218	518	deer
bird-file0219	519	airplane
bird-file0220	520	bird
bird-file0221	521	horse
bird-file0222	522	deer
bird-file0223	523	cat
bird-file0224	524	monkey
bird-file0225	525	bird
bird-file0226	526	cat
bird-file0227	527	bird
bird-file0228	528	car
bird-file0229	529	bird
bird-file0230	530	monkey
bird-file0231	531	deer
bird-file0232	532	car
bird-file0233	533	bird
bird-file0234	534	bird
bird-file0235	535	airplane
bird-file0236	536	bird
bird-file0237	537	deer
bird-file0238	538	bird
bird-file0239	539	cat
bird-file0240	540	dog
bird-file0241	541	horse
bird-file0242	542	bird
bird-file0243	543	bird
bird-file0244	544	ship
bird-file0245	545	bird
bird-file0246	546	monkey
bird-file0247	547	airplane
bird-file0248	548	cat
bird-file0249	549	bird
bird-file0250	550	bird
bird-file0251	551	airplane
bird-file0252	552	cat
bird-file0253	553	bird
bird-file0254	554	monkey
bird-file0255	555	dog
bird-file0256	556	cat
bird-file0257	557	monkey
bird-file0258	558	monkey
bird-file0259	559	dog
bird-file0260	560	bird
bird-file0261	561	monkey
bird-file0262	562	deer
bird-file0263	563	car
bird-file0264	564	monkey
bird-file0265	565	bird
bird-file0266	566	bird
bird-file0267	567	horse
bird-file0268	568	cat
bird-file0269	569	horse
bird-file0270	570	deer
bird-file0271	571	deer
bird-file0272	572	bird
bird-file0273	573	cat
bird-file0274	574	horse
bird-file0275	575	bird
bird-file0276	576	bird
bird-file0277	577	deer
bird-file0278	578	bird
bird-file0279	579	bird
bird-file0280	580	car
bird-file0281	581	bird
bird-file0282	582	bird
bird-file0283	583	dog
bird-file0284	584	deer
bird-file0285	585	bird
bird-file0286	586	monkey
bird-file0287	587	monkey
bird-file0288	588	bird
bird-file0289	589	bird
bird-file0290	590	bird
bird-file0291	591	bird
bird-file0292	592	dog
car-file0000	593	car
car-file0001	594	car
car-file0002	595	car
car-file0003	596	car
car-file0004	597	car
car-file0005	598	car
car-file0006	599	car
car-file0007	600	car
car-file0008	601	car
car-file0009	602	airplane
car-file0010	603	car
car-file0011	604	car
car-file0012	605	car
car-file0013	606	truck
car-file0014	607	car
car-file0015	608	car
car-file0016	609	car
car-file0017	610	car
car-file0018	611	car
car-file0019	612	car
car-file0020	613	car
car-file0021	614	truck
car-file0022	615	car
car-file0023	616	car
car-file0024	617	car
car-file0025	618	car
car-file0026	619	truck
car-file0027	620	airplane
car-file0028	621	car
car-file0029	622	car
car-file0030	623	truck
car-file0031	624	car
car-file0032	625	truck
car-file0033	626	airplane
car-file0034	627	car
car-file0035	628	truck
car-file0036	629	car
car-file0037	630	car
car-file0038	631	car
car-file0039	632	car
car-file0040	633	car
car-file0041	634	car
car-file0042	635	car
car-file0043	636	car
car-file0044	637	car
car-file0045	638	car
car-file0046	639	car
car-file0047	640	car
car-file0048	641	truck
car-file0049	642	car
car-file0050	643	car
car-file0051	644	car
car-file0052	645	car
car-file0053	646	car
car-file0054	647	car
car-file0055	648	horse
car-file0056	649	car
car-file0057	650	airplane
car-file0058	651	car
car-file0059	652	car
car-file0060	653	car
car-file0061	654	car
car-file0062	655	car
car-file0063	656	truck
car-file0064	657	car
car-file0065	658	car
car-file0066	659	car
car-file0067	660	car
car-file0068	661	car
car-file0069	662	car
car-file0070	663	car
car-file0071	664	car
car-file0072	665	car
car-file0073	666	car
car-file0074	667	car
car-file0075	668	truck
car-file0076	669	car
car-file0077	670	car
car-file0078	671	car
car-file0079	672	car
car-file0080	673	cat
car-file0081	674	car
car-file0082	675	car
car-file0083	676	car
car-file0084	677	car
car-file0085	678	bird
car-file0086	679	car
car-file0087	680	car
car-file0088	681	car
car-file0089	682	car
car-file0090	683	car
car-file0091	684	car
car-file0092	685	car
car-file0093	686	car
car-file0094	687	car
car-file0095	688	car
car-file0096	689	car
car-file0097	690	car
car-file0098	691	car
car-file0099	692	car
car-file0100	693	car
car-file0101	694	car
car-file0102	695	car
car-file0103	696	car
car-file0104	697	car
car-file0105	698	horse
car-file0106	699	car
car-file0107	700	car
car-file0108	701	car
car-file0109	702	car
car-file0110	703	car
car-file0111	704	car
car-file0112	705	car
car-file0113	706	car
car-file0114	707	car
car-file0115	708	car
car-file0116	709	car
car-file0117	710	car
car-file0118	711	truck
car-file0119	712	car
car-file0120	713	car
car-file0121	714	car
car-file0122	715	car
car-file0123	716	car
car-file0124	717	car
car-file0125	718	car
car-file0126	719	car
car-file0127	720	car
car-file0128	721	car
car-file0129	722	cat
car-file0130	723	car
car-file0131	724	car
car-file0132	725	car
car-file0133	726	car
car-file0134	727	car
car-file0135	728	truck
car-file0136	729	car
car-file0137	730	car
car-file0138	731	truck
car-file0139	732	truck
car-file0140	733	truck
car-file0141	734	car
car-file0142	735	car
car-file0143	736	truck
car-file0144	737	car
car-file0145	738	truck
car-file0146	739	truck
car-file0147	740	car
car-file0148	741	car
car-file0149	742	car
car-file0150	743	airplane
car-file0151	744	car
car-file0152	745	car
car-file0153	746	car
car-file0154	747	car
car-file0155	748	truck
car-file0156	749	car
car-file0157	750	car
car-file0158	751	car
car-file0159	752	car
car-file0160	753	car
car-file0161	754	car
car-file0162	755	truck
car-file0163	756	car
car-file0164	757	car
car-file0165	758	car
car-file0166	759	car
car-file0167	760	car
car-file0168	761	car
car-file0169	762	car
car-file0170	763	car
car-file0171	764	car
car-file0172	765	car
car-file0173	766	car
car-file0174	767	car
car-file0175	768	cat
car-file0176	769	car
car-file0177	770	car
car-file0178	771	car
car-file0179	772	car
car-file0180	773	car
car-file0181	774	car
car-file0182	775	car
car-file0183	776	car
car-file0184	777	car
car-file0185	778	car
car-file0186	779	car
car-file0187	780	car
car-file0188	781	car
car-file0189	782	car
car-file0190	783	car
car-file0191	784	car
car-file0192	785	truck
car-file0193	786	car
car-file0194	787	car
car-file0195	788	car
car-file0196	789	car
car-file0197	790	car
car-file0198	791	car
car-file0199	792	car
car-file0200	793	car
car-file0201	794	car
car-file0202	795	car
car-file0203	796	truck
car-file0204	797	car
car-file0205	798	car
car-file0206	799	car
car-file0207	800	truck
car-file0208	801	car
car-file0209	802	car
car-file0210	803	car
car-file0211	804	car
car-file0212	805	car
car-file0213	806	car
car-file0214	807	car
car-file0215	808	car
car-file0216	809	car
car-file0217	810	car
car-file0218	811	car
car-file0219	812	car
car-file0220	813	deer
car-file0221	814	horse
car-file0222	815	car
car-file0223	816	car
car-file0224	817	truck
car-file0225	818	car
car-file0226	819	car
car-file0227	820	car
car-file0228	821	car
car-file0229	822	car
car-file0230	823	car
car-file0231	824	car
car-file0232	825	car
car-file0233	826	truck
car-file0234	827	truck
car-file0235	828	car
car-file0236	829	car
car-file0237	830	car
car-file0238	831	truck
car-file0239	832	car
car-file0240	833	car
car-file0241	834	car
car-file0242	835	truck
car-file0243	836	car
car-file0244	837	truck
car-file0245	838	car
car-file0246	839	car
car-file0247	840	truck
car-file0248	841	car
car-file0249	842	car
car-file0250	843	car
car-file0251	844	car
car-file0252	845	car
car-file0253	846	car
car-file0254	847	car
car-file0255	848	ship
car-file0256	849	ship
car-file0257	850	car
car-file0258	851	car
car-file0259	852	car
car-file0260	853	car
car-file0261	854	car
car-file0262	855	car
car-file0263	856	car
car-file0264	857	car
car-file0265	858	car
car-file0266	859	car
car-file0267	860	car
car-file0268	861	car
car-file0269	862	car
car-file0270	863	car
car-file0271	864	car
car-file0272	865	car
car-file0273	866	car
car-file0274	867	car
car-file0275	868	car
car-file0276	869	car
car-file0277	870	car
car-file0278	871	car
car-file0279	872	car
car-file0280	873	car
car-file0281	874	car
car-file0282	875	car
car-file0283	876	car
car-file0284	877	car
car-file0285	878	car
car-file0286	879	car
car-file0287	880	airplane
car-file0288	881	truck
car-file0289	882	car
car-file0290	883	car
car-file0291	884	car
car-file0292	885	truck
car-file0293	886	car
car-file0294	887	car
car-file0295	888	car
car-file0296	889	car
car-file0297	890	car
car-file0298	891	car
car-file0299	892	car
car-file0300	893	car
car-file0301	894	car
car-file0302	895	car
car-file0303	896	car
car-file0304	897	car
car-file0305	898	car
car-file0306	899	car
car-file0307	900	car
car-file0308	901	car
car-file0309	902	car
car-file0310	903	truck
car-file0311	904	car
car-file0312	905	ship
car-file0313	906	car
car-file0314	907	car
car-file0315	908	car
cat-file0000	909	monkey
cat-file0001	910	deer
cat-file0002	911	cat
cat-file0003	912	bird
cat-file0004	913	dog
cat-file0005	914	cat
cat-file0006	915	cat
cat-file0007	916	cat
cat-file0008	917	monkey
cat-file0009	918	bird
cat-file0010	919	dog
cat-file0011	920	deer
cat-file0012	921	deer
cat-file0013	922	dog
cat-file0014	923	cat
cat-file0015	924	dog
cat-file0016	925	cat
cat-file0017	926	cat
cat-file0018	927	dog
cat-file0019	928	cat
cat-file0020	929	cat
cat-file0021	930	cat
cat-file0022	931	dog
cat-file0023	932	deer
cat-file0024	933	bird
cat-file0025	934	cat
cat-file0026	935	deer
cat-file0027	936	cat
cat-file0028	937	monkey
cat-file0029	938	cat
cat-file0030	939	dog
cat-file0031	940	deer
cat-file0032	941	cat
cat-file0033	942	monkey
cat-file0034	943	monkey
cat-file0035	944	dog
cat-file0036	945	horse
cat-file0037	946	ship
cat-file0038	947	dog
cat-file0039	948	cat
cat-file0040	949	cat
cat-file0041	950	dog
cat-file0042	951	cat
cat-file0043	952	cat
cat-file0044	953	cat
cat-file0045	954	cat
cat-file0046	955	cat
cat-file0047	956	dog
cat-file0048	957	dog
cat-file0049	958	cat
cat-file0050	959	horse
cat-file0051	960	cat
cat-file0052	961	deer
cat-file0053	962	cat
cat-file0054	963	cat
cat-file0055	964	cat
cat-file0056	965	deer
cat-file0057	966	cat
cat-file0058	967	cat
cat-file0059	968	cat
cat-file0060	969	deer
cat-file0061	970	deer
cat-file0062	971	cat
cat-file0063	972	dog
cat-file0064	973	cat
cat-file0065	974	monkey
cat-file0066	975	monkey
cat-file0067	976	deer
cat-file0068	977	monkey
cat-file0069	978	deer
cat-file0070	979	deer
cat-file0071	980	cat
cat-file0072	981	deer
cat-file0073	982	cat
cat-file0074	983	cat
cat-file0075	984	cat
cat-file0076	985	monkey
cat-file0077	986	cat
cat-file0078	987	deer
cat-file0079	988	cat
cat-file0080	989	monkey
cat-file0081	990	cat
cat-file0082	991	cat
cat-file0083	992	monkey
cat-file0084	993	bird
cat-file0085	994	monkey
cat-file0086	995	monkey
cat-file0087	996	monkey
cat-file0088	997	deer
cat-file0089	998	monkey
cat-file0090	999	monkey
cat-file0091	1000	cat
cat-file0092	1001	dog
cat-file0093	1002	deer
cat-file0094	1003	deer
cat-file0095	1004	cat
cat-file0096	1005	deer
cat-file0097	1006	dog
cat-file0098	1007	cat
cat-file0099	1008	monkey
cat-file0100	1009	cat
cat-file0101	1010	deer
cat-file0102	1011	deer
cat-file0103	1012	cat
cat-file0104	1013	cat
cat-file0105	1014	dog
cat-file0106	1015	cat
cat-file0107	1016	cat
cat-file0108	1017	cat
cat-file0109	1018	monkey
cat-file0110	1019	cat
cat-file0111	1020	cat
cat-file0112	1021	deer
cat-file0113	1022	cat
cat-file0114	1023	deer
cat-file0115	1024	monkey
cat-file0116	1025	monkey
cat-file0117	1026	dog
cat-file0118	1027	cat
cat-file0119	1028	monkey
cat-file0120	1029	truck
cat-file0121	1030	cat
cat-file0122	1031	cat
cat-file0123	1032	airplane
cat-file0124	1033	ship
cat-file0125	1034	dog
cat-file0126	1035	monkey
cat-file0127	1036	monkey
cat-file0128	1037	cat
cat-file0129	1038	cat
cat-file0130	1039	cat
cat-file0131	1040	cat
cat-file0132	1041	cat
cat-file0133	1042	cat
cat-file0134	1043	monkey
cat-file0135	1044	cat
cat-file0136	1045	cat
cat-file0137	1046	cat
cat-file0138	1047	cat
cat-file0139	1048	dog
cat-file0140	1049	dog
cat-file0141	1050	deer
cat-file0142	1051	deer
cat-file0143	1052	cat
cat-file0144	1053	monkey
cat-file0145	1054	cat
cat-file0146	1055	cat
cat-file0147	1056	cat
cat-file0148	1057	dog
cat-file0149	1058	horse
cat-file0150	1059	monkey
cat-file0151	1060	cat
cat-file0152	1061	dog
cat-file0153	1062	cat
cat-file0154	1063	cat
cat-file0155	1064	cat
cat-file0156	1065	cat
cat-file0157	1066	cat
cat-file0158	1067	deer
cat-file0159	1068	cat
cat-file0160	1069	cat
cat-file0161	1070	cat
cat-file0162	1071	cat
cat-file0163	1072	cat
cat-file0164	1073	cat
cat-file0165	1074	cat
cat-file0166	1075	cat
cat-file0167	1076	horse
cat-file0168	1077	cat
cat-file0169	1078	monkey
cat-file0170	1079	cat
cat-file0171	1080	deer
cat-file0172	1081	monkey
cat-file0173	1082	dog
cat-file0174	1083	monkey
cat-file0175	1084	dog
cat-file0176	1085	deer
cat-file0177	1086	cat
cat-file0178	1087	monkey
cat-file0179	1088	deer
cat-file0180	1089	deer
cat-file0181	1090	deer
cat-file0182	1091	cat
cat-file0183	1092	cat
cat-file0184	1093	horse
cat-file0185	1094	monkey
cat-file0186	1095	deer
cat-file0187	1096	cat
cat-file0188	1097	cat
cat-file0189	1098	monkey
cat-file0190	1099	cat
cat-file0191	1100	cat
cat-file0192	1101	cat
cat-file0193	1102	cat
cat-file0194	1103	cat
cat-file0195	1104	monkey
cat-file0196	1105	cat
cat-file0197	1106	monkey
cat-file0198	1107	cat
cat-file0199	1108	deer
cat-file0200	1109	cat
cat-file0201	1110	dog
cat-file0202	1111	dog
cat-file0203	1112	monkey
cat-file0204	1113	ship
cat-file0205	1114	monkey
cat-file0206	1115	cat
cat-file0207	1116	cat
cat-file0208	1117	cat
cat-file0209	1118	deer
cat-file0210	1119	deer
cat-file0211	1120	dog
cat-file0212	1121	truck
cat-file0213	1122	monkey
cat-file0214	1123	deer
cat-file0215	1124	dog
cat-file0216	1125	monkey
cat-file0217	1126	bird
cat-file0218	1127	cat
cat-file0219	1128	cat
cat-file0220	1129	cat
cat-file0221	1130	airplane
cat-file0222	1131	horse
cat-file0223	1132	cat
cat-file0224	1133	cat
cat-file0225	1134	truck
cat-file0226	1135	cat
cat-file0227	1136	cat
cat-file0228	1137	dog
cat-file0229	1138	cat
cat-file0230	1139	cat
cat-file0231	1140	dog
cat-file0232	1141	dog
cat-file0233	1142	cat
cat-file0234	1143	deer
cat-file0235	1144	cat
cat-file0236	1145	dog
cat-file0237	1146	monkey
cat-file0238	1147	dog
cat-file0239	1148	cat
cat-file0240	1149	dog
cat-file0241	1150	cat
